decision_id,run_id,run_month,run_date,customer_id,model_version,p_new_season,p_performance,p_suppression,recommended_campaign,predicted_conversion,estimated_uplift,estimated_net_value,priority_score,recommend_followup,tenure_months,recency_days,historical_spend,purchase_frequency,digital_engagement,email_engagement,prior_campaign_response,category_affinity,performance_affinity,lifestyle_affinity,days_since_visit,followup_eligible,primary_channel,loyalty_tier,customer_type,region,state,market_type,segment,actual_campaign,execution_class,followup_completed,converted,gross_revenue,campaign_cost,incremental_conversion_prob,net_incremental_revenue,missed_value,wasted_spend
RUN-202602-AT-101828,RUN-202602,2026-02,2026-02-01,AT-101828,v1.1,0.01094373031712251,0.1279527677593017,0.0934482635393833,Performance Collection,0.1279527677593017,0.034504504219918394,1.2700180042440505,0.6895369339715497,True,40,193,347.26,7,0.658,0.187,0.458,0.281,0.926,0.603,46,True,Direct,Explorer,New,Southeast,GA,Suburban,New Customer,Performance Collection,Adopted,False,0,0.0,0.4,0.0605,2.53,0.0,0.26
RUN-202602-AT-102177,RUN-202602,2026-02,2026-02-01,AT-102177,v1.1,0.06828966932409317,0.06472870255144593,0.0505091565433345,New Season Edit,0.06828966932409317,0.017780512780758664,0.5005768185887195,0.5172729431755053,True,92,88,145.18,10,0.619,0.302,0.346,0.506,0.409,0.654,43,True,Direct,Explorer,Returning,Northeast,MA,Urban,Lifestyle Affinity,New Season Edit,Adopted,True,0,0.0,0.81,0.0966,3.87,0.0,0.5265000000000001
RUN-202602-AT-100239,RUN-202602,2026-02,2026-02-01,AT-100239,v1.1,0.048462335948325164,0.1708098762888063,0.022084414114878787,Performance Collection,0.1708098762888063,0.14872546217392751,6.798312369218093,0.99,False,17,88,280.28,7,0.257,0.299,0.494,0.479,0.682,0.524,61,False,Paid Social,Insider,Returning,Pacific Northwest,OR,Urban,Performance Affinity,Suppression,Ignored,False,0,0.0,0.0,0.0,0.0,6.798312369218093,0.0
RUN-202602-AT-100316,RUN-202602,2026-02,2026-02-01,AT-100316,v1.1,0.01916839044044897,0.0812517564351861,0.014468125219965693,Performance Collection,0.0812517564351861,0.06678363121522041,2.8323277508166678,0.99,True,5,99,139.56,6,0.74,0.058,0.32,0.657,0.545,0.866,31,True,Paid Social,Insider,Returning,Mountain West,CO,Suburban,Lifestyle Affinity,Performance Collection,Adopted,True,0,0.0,0.85,0.1626,7.02,0.0,0.5525
RUN-202602-AT-101005,RUN-202602,2026-02,2026-02-01,AT-101005,v1.1,0.18451769950355718,0.386851611744348,0.015354327319185176,Performance Collection,0.386851611744348,0.37149728442516283,17.58046856617788,0.99,False,34,207,120.95,4,0.786,0.892,0.423,0.888,0.286,0.495,48,False,Paid Social,Member,New,Mountain West,MT,Rural,New Customer,Performance Collection,Adopted,False,1,93.23,0.4,0.1365,6.21,0.0,0.0
RUN-202602-AT-100807,RUN-202602,2026-02,2026-02-01,AT-100807,v1.1,0.03134327418769511,0.24637914033698297,0.09963092657635339,Performance Collection,0.24637914033698297,0.14674821376062958,6.702613546014473,0.99,False,43,78,243.15,12,0.663,0.506,0.643,0.718,0.72,0.5,3,False,Paid Social,Insider,Returning,California,CA,Urban,Performance Affinity,Performance Collection,Adopted,False,0,0.0,0.4,0.0893,3.92,0.0,0.26
RUN-202602-AT-101924,RUN-202602,2026-02,2026-02-01,AT-101924,v1.1,0.02111505286654128,0.2643326483487641,0.18037191194179444,Performance Collection,0.2643326483487641,0.08396073640696963,3.6636996420973302,0.99,False,75,150,163.74,0,0.468,0.945,0.377,0.218,0.554,0.901,10,False,Organic,Insider,Returning,California,CA,Urban,Lifestyle Affinity,Suppression,Ignored,False,0,0.0,0.0,0.0,0.0,3.6636996420973302,0.0
RUN-202602-AT-101026,RUN-202602,2026-02,2026-02-01,AT-101026,v1.1,0.08750323011156914,0.03889395879812803,0.02451494805681138,New Season Edit,0.08750323011156914,0.06298828205475776,2.6886328514502753,0.9883378990105758,False,17,116,383.63,7,0.656,0.25,0.468,0.611,0.26,0.899,36,False,Paid Social,Member,Returning,Southeast,TN,Urban,High-Value,Suppression,Ignored,False,0,0.0,0.0,0.0,0.0,2.6886328514502753,0.0
RUN-202602-AT-101270,RUN-202602,2026-02,2026-02-01,AT-101270,v1.1,0.12183036174584207,0.11333434273400374,0.053961200840146245,New Season Edit,0.12183036174584207,0.06786916090569582,2.9248673878356777,0.99,False,28,141,370.56,12,0.691,0.615,0.691,0.954,0.456,0.325,23,False,Retail Partner,Member,Returning,Southeast,FL,Urban,High-Value,Performance Collection,Modified,False,0,0.0,0.4,0.0528,2.16,0.7648673878356775,0.26
RUN-202602-AT-101813,RUN-202602,2026-02,2026-02-01,AT-101813,v1.1,0.05424393590392389,0.08666260933796953,0.17841997726311015,Suppression,0.17841997726311015,0.0,0.0,0.21431600454737798,False,48,76,359.18,6,0.672,0.572,0.161,0.671,0.593,0.466,31,False,Direct,Explorer,Returning,California,CA,Urban,High-Value,Suppression,Suppression adopted,False,0,0.0,0.0,0.0,0.0,0.0,0.0
RUN-202602-AT-100783,RUN-202602,2026-02,2026-02-01,AT-100783,v1.1,0.026059625273998747,0.14702804892438015,0.062366272024429514,Performance Collection,0.14702804892438015,0.08466177689995064,3.6976300019576103,0.99,False,61,236,133.6,11,0.572,0.218,0.415,0.499,0.692,0.594,7,False,Paid Social,Founders,Returning,Midwest,MN,Urban,At-Risk,New Season Edit,Modified,False,0,0.0,0.36,0.0,-0.36,4.057630001957611,0.23399999999999999
RUN-202602-AT-101539,RUN-202602,2026-02,2026-02-01,AT-101539,v1.1,0.04262265117007943,0.09690294436702145,0.06772136638243122,Performance Collection,0.09690294436702145,0.02918157798459023,1.0123883744541675,0.6340720425994302,False,43,117,185.3,7,0.622,0.434,0.257,0.303,0.194,0.734,19,False,Paid Social,Member,New,Southwest,NV,Urban,New Customer,Performance Collection,Adopted,False,0,0.0,0.4,0.0538,2.2,0.0,0.26
RUN-202602-AT-101973,RUN-202602,2026-02,2026-02-01,AT-101973,v1.1,0.029789154753798487,0.055581003929269936,0.06013249998946394,Suppression,0.06013249998946394,0.0,0.0,0.2379735000021072,False,80,122,177.47,7,0.281,0.382,0.306,0.387,0.213,0.663,60,False,Retail Partner,Explorer,Returning,Mountain West,CO,Urban,Lifestyle Affinity,Suppression,Suppression adopted,False,0,0.0,0.0,0.0,0.0,0.0,0.0
RUN-202602-AT-100454,RUN-202602,2026-02,2026-02-01,AT-100454,v1.1,0.23906277289956376,0.22226573054017482,0.02236446912605959,New Season Edit,0.23906277289956376,0.2166983037735042,10.128197902637602,0.99,False,32,59,249.43,16,0.692,0.824,0.636,0.807,0.275,0.654,73,False,Paid Social,Explorer,Returning,Pacific Northwest,OR,Suburban,Lifestyle Affinity,Suppression,Ignored,False,0,0.0,0.0,0.0,0.0,10.128197902637602,0.0
RUN-202602-AT-101077,RUN-202602,2026-02,2026-02-01,AT-101077,v1.1,0.07589576129637124,0.07499814224994258,0.02719605220494643,New Season Edit,0.07589576129637124,0.048699709091424806,1.997065920024961,0.8394509687326465,True,33,127,487.14,1,0.284,0.676,0.629,0.439,0.075,0.531,86,True,Direct,Insider,Returning,Southwest,AZ,Rural,High-Value,Re-Engagement,Modified,True,0,0.0,0.79,0.0918,3.65,0.0,0.5135000000000001
RUN-202602-AT-102047,RUN-202602,2026-02,2026-02-01,AT-102047,v1.1,0.11243504928002507,0.1865349743441861,0.029924048829374102,Performance Collection,0.1865349743441861,0.15661092551481198,7.179968794916901,0.99,False,68,89,104.68,2,0.237,0.255,0.189,0.771,0.579,0.123,61,False,Organic,Member,Returning,Midwest,OH,Suburban,Returning Buyer,Suppression,Ignored,False,0,0.0,0.0,0.0,0.0,7.179968794916901,0.0
RUN-202602-AT-101269,RUN-202602,2026-02,2026-02-01,AT-101269,v1.1,0.051576772912193,0.08136065968977249,0.04508691506025307,Performance Collection,0.08136065968977249,0.03627374462951942,1.3556492400687399,0.7079724190395923,False,59,209,196.78,10,0.321,0.282,0.356,0.649,0.435,0.359,24,False,Direct,Member,Returning,Southwest,AZ,Suburban,At-Risk,Performance Collection,Adopted,False,0,0.0,0.4,0.046,1.83,0.0,0.26
RUN-202602-AT-101597,RUN-202602,2026-02,2026-02-01,AT-101597,v1.1,0.058402475272830816,0.09677445619778062,0.11331482973142865,Suppression,0.11331482973142865,0.0,0.0,0.2273370340537143,False,42,87,82.03,1,0.302,0.658,0.155,0.433,0.434,0.334,80,True,Direct,Member,New,California,CA,Suburban,New Customer,New Season Edit,Suppression rejected,False,0,0.0,0.36,0.0,-0.36,0.0,0.23399999999999999
RUN-202602-AT-102173,RUN-202602,2026-02,2026-02-01,AT-102173,v1.1,0.01725329783857251,0.062244167704879345,0.13741662062232046,Suppression,0.13741662062232046,0.0,0.0,0.22251667587553592,False,42,41,263.44,6,0.239,0.43,0.204,0.576,0.745,0.415,20,False,Retail Partner,Founders,Returning,California,CA,Urban,Performance Affinity,Suppression,Suppression adopted,False,0,0.0,0.0,0.0,0.0,0.0,0.0
RUN-202602-AT-101811,RUN-202602,2026-02,2026-02-01,AT-101811,v1.1,0.045608536294507035,0.1011320777932467,0.03757796270579142,Performance Collection,0.1011320777932467,0.06355411508745529,2.676019170232836,0.99,False,34,182,97.86,1,0.663,0.154,0.064,0.783,0.576,0.467,62,False,Direct,Member,New,Southwest,NV,Urban,New Customer,Suppression,Ignored,False,0,0.0,0.0,0.0,0.0,2.676019170232836,0.0
RUN-202602-AT-100179,RUN-202602,2026-02,2026-02-01,AT-100179,v1.1,0.10802763156603361,0.014914839653826695,0.011528484762319989,New Season Edit,0.10802763156603361,0.09649914680371362,4.31055870529974,0.99,False,79,202,246.81,1,0.253,0.262,0.012,0.498,0.173,0.552,46,False,Retail Partner,Member,Returning,Northeast,NY,Rural,At-Risk,New Season Edit,Adopted,False,1,89.03,0.36,0.0645,2.76,0.0,0.0
RUN-202602-AT-101420,RUN-202602,2026-02,2026-02-01,AT-101420,v1.1,0.0445662159475086,0.07066863983872554,0.010354767608142159,Performance Collection,0.07066863983872554,0.060313872230583376,2.5191914159602353,0.9584705486426788,False,31,117,159.9,14,0.082,0.584,0.164,0.735,0.4,0.648,59,False,Organic,Founders,Returning,Northeast,PA,Suburban,Returning Buyer,Performance Collection,Adopted,False,0,0.0,0.4,0.0848,3.71,0.0,0.26
RUN-202602-AT-100636,RUN-202602,2026-02,2026-02-01,AT-100636,v1.1,0.21858377241088564,0.09229412437254447,0.05853307775568804,New Season Edit,0.21858377241088564,0.1600506946551976,7.386453621311565,0.99,True,76,58,117.68,2,0.637,0.652,0.65,0.826,0.184,0.543,69,True,Retail Partner,Explorer,Returning,Midwest,IL,Suburban,Returning Buyer,New Season Edit,Adopted,False,1,75.95,0.36,0.0966,4.31,0.0,0.0
RUN-202602-AT-101664,RUN-202602,2026-02,2026-02-01,AT-101664,v1.1,0.023815334341773867,0.12820256752390422,0.02418485397133369,Performance Collection,0.12820256752390422,0.10401771355257053,4.634457335944415,0.99,True,40,190,90.84,13,0.394,0.207,0.33,0.726,0.525,0.588,2,True,Paid Social,Explorer,New,Southeast,NC,Urban,New Customer,Performance Collection,Adopted,False,0,0.0,0.4,0.0939,4.15,0.0,0.26
RUN-202602-AT-100929,RUN-202602,2026-02,2026-02-01,AT-100929,v1.1,0.09356281164754446,0.13776903569668522,0.04167463016219617,Performance Collection,0.13776903569668522,0.09609440553448906,4.2509692278692714,0.99,False,38,156,113.42,4,0.285,0.538,0.594,0.414,0.573,0.235,84,False,Organic,Member,Returning,Northeast,NY,Urban,Returning Buyer,Performance Collection,Adopted,False,0,0.0,0.4,0.0846,3.7,0.0,0.26
RUN-202602-AT-101253,RUN-202602,2026-02,2026-02-01,AT-101253,v1.1,0.021651031732802428,0.11469297317730964,0.08688182009179077,Performance Collection,0.11469297317730964,0.027811153085518875,0.9460598093391137,0.6197922151511066,False,19,145,153.38,7,0.539,0.444,0.281,0.208,0.745,0.841,24,False,Direct,Founders,Returning,Midwest,IL,Urban,Performance Affinity,Suppression,Ignored,False,0,0.0,0.0,0.0,0.0,0.9460598093391137,0.0
RUN-202602-AT-101654,RUN-202602,2026-02,2026-02-01,AT-101654,v1.1,0.08006925422020132,0.15053979043974033,0.009036286859795259,Performance Collection,0.15053979043974033,0.14150350357994507,6.448769573269343,0.99,False,39,209,230.4,15,0.503,0.353,0.479,0.684,0.494,0.476,67,False,Paid Social,Member,Returning,Southeast,TN,Rural,Returning Buyer,New Season Edit,Modified,False,0,0.0,0.36,0.0599,2.54,3.9087695732693426,0.23399999999999999
RUN-202602-AT-101173,RUN-202602,2026-02,2026-02-01,AT-101173,v1.1,0.09915510986390384,0.016033570657442747,0.04510929638364132,New Season Edit,0.09915510986390384,0.05404581348026252,2.255817372444706,0.8951573764643355,False,64,49,374.32,9,0.181,0.598,0.138,0.303,0.074,0.707,9,False,Retail Partner,Member,Returning,Northeast,NJ,Suburban,High-Value,New Season Edit,Adopted,False,0,0.0,0.36,0.0726,3.16,0.0,0.23399999999999999
RUN-202602-AT-100017,RUN-202602,2026-02,2026-02-01,AT-100017,v1.1,0.03546578489735404,0.2314119030949094,0.03819440371383078,Performance Collection,0.2314119030949094,0.1932174993810786,8.951726970044204,0.99,False,87,79,168.35,11,0.994,0.037,0.652,0.499,0.363,0.336,54,False,Paid Social,Insider,New,Pacific Northwest,ID,Suburban,New Customer,New Season Edit,Modified,False,0,0.0,0.36,0.041,1.63,7.321726970044204,0.23399999999999999
RUN-202602-AT-101424,RUN-202602,2026-02,2026-02-01,AT-101424,v1.1,0.029137527888973412,0.3388775485887428,0.08805058548633833,Performance Collection,0.3388775485887428,0.2508269631024045,11.740025014156378,0.99,False,85,227,187.28,12,0.853,0.416,0.175,0.746,0.921,0.325,3,False,Paid Social,Explorer,Returning,Mountain West,CO,Suburban,Performance Affinity,Performance Collection,Adopted,False,1,85.28,0.4,0.0908,4.0,0.0,0.0
RUN-202602-AT-101749,RUN-202602,2026-02,2026-02-01,AT-101749,v1.1,0.02941111000718279,0.03480389480619868,0.10700295055913722,Suppression,0.10700295055913722,0.0,0.0,0.22859940988817257,False,26,124,250.59,2,0.522,0.202,0.156,0.362,0.399,0.294,47,False,Direct,Explorer,Returning,Southwest,NM,Urban,At-Risk,Suppression,Suppression adopted,False,0,0.0,0.0,0.0,0.0,0.0,0.0
RUN-202602-AT-101684,RUN-202602,2026-02,2026-02-01,AT-101684,v1.1,0.08303802134857777,0.07995997434430233,0.027911349229714368,New Season Edit,0.08303802134857777,0.0551266721188634,2.3081309305529887,0.9064199234785566,False,23,224,551.59,12,0.289,0.414,0.425,0.612,0.728,0.469,89,False,Retail Partner,Member,Returning,Pacific Northwest,OR,Suburban,High-Value,Performance Collection,Modified,False,0,0.0,0.4,0.0595,2.48,0.0,0.26
RUN-202602-AT-101234,RUN-202602,2026-02,2026-02-01,AT-101234,v1.1,0.027876302768367132,0.04018500209088397,0.08896757335838566,Suppression,0.08896757335838566,0.0,0.0,0.2322064853283229,False,79,159,385.28,1,0.319,0.563,0.184,0.596,0.47,0.778,59,False,Retail Partner,Insider,Returning,California,CA,Suburban,High-Value,Suppression,Suppression adopted,False,0,0.0,0.0,0.0,0.0,0.0,0.0
RUN-202602-AT-101438,RUN-202602,2026-02,2026-02-01,AT-101438,v1.1,0.03474645562016605,0.12759022957848545,0.04551665295560581,Performance Collection,0.12759022957848545,0.08207357662287965,3.5723611085473754,0.99,False,64,18,176.28,16,0.578,0.38,0.549,0.384,0.629,0.759,59,False,Retail Partner,Member,Returning,Southeast,FL,Suburban,Lifestyle Affinity,Suppression,Ignored,False,0,0.0,0.0,0.0,0.0,3.5723611085473754,0.0
RUN-202602-AT-100175,RUN-202602,2026-02,2026-02-01,AT-100175,v1.1,0.018822887636511472,0.08000484188678267,0.022899072210643277,Performance Collection,0.08000484188678267,0.057105769676139395,2.3639192523251467,0.9250421200253724,False,1,149,81.42,7,0.623,0.125,0.179,0.242,0.371,0.528,47,False,Organic,Explorer,New,Pacific Northwest,OR,Suburban,New Customer,Performance Collection,Adopted,False,0,0.0,0.4,0.0754,3.25,0.0,0.26
RUN-202602-AT-100147,RUN-202602,2026-02,2026-02-01,AT-100147,v1.1,0.09472451398981553,0.4355231311627551,0.1270524648061984,Performance Collection,0.4355231311627551,0.30847066635655673,14.529980251657346,0.99,False,79,57,232.95,9,0.365,0.598,0.426,0.353,0.89,0.462,4,False,Paid Social,Member,Returning,Midwest,IL,Urban,Performance Affinity,Performance Collection,Adopted,False,0,0.0,0.4,0.0603,2.52,0.0,0.26
RUN-202602-AT-100651,RUN-202602,2026-02,2026-02-01,AT-100651,v1.1,0.03438122479160947,0.13647181848107345,0.052628590279673176,Performance Collection,0.13647181848107345,0.08384322820140028,3.6580122449477734,0.99,False,85,214,199.37,14,0.397,0.691,0.266,0.461,0.233,0.521,49,False,Paid Social,Insider,Returning,Southeast,TN,Urban,Returning Buyer,Performance Collection,Adopted,False,0,0.0,0.4,0.0581,2.41,0.0,0.26
RUN-202602-AT-101136,RUN-202602,2026-02,2026-02-01,AT-101136,v1.1,0.02277065386267862,0.0759402839199756,0.040365570237522005,Performance Collection,0.0759402839199756,0.0355747136824536,1.3218161422307546,0.7006885165711665,False,14,180,150.41,6,0.527,0.205,0.01,0.76,0.609,0.103,83,False,Direct,Insider,Returning,Southwest,NV,Urban,At-Risk,Performance Collection,Adopted,False,0,0.0,0.4,0.0678,2.88,0.0,0.26
RUN-202602-AT-101909,RUN-202602,2026-02,2026-02-01,AT-101909,v1.1,0.09865277531699963,0.02683656779186189,0.015790835298051354,New Season Edit,0.09865277531699963,0.08286194001894828,3.650517896917097,0.99,False,56,191,183.0,6,0.576,0.179,0.274,0.876,0.096,0.741,23,False,Direct,Member,Returning,Southeast,GA,Suburban,At-Risk,New Season Edit,Adopted,False,0,0.0,0.36,0.1008,4.52,0.0,0.23399999999999999
RUN-202602-AT-101648,RUN-202602,2026-02,2026-02-01,AT-101648,v1.1,0.06252904217491885,0.10547838003330702,0.06985965718376437,Performance Collection,0.10547838003330702,0.03561872284954265,1.3239461859178643,0.7011470920922344,False,34,26,608.15,15,0.587,0.861,0.279,0.547,0.151,0.624,8,False,Paid Social,Insider,Returning,Southeast,FL,Urban,High-Value,Performance Collection,Adopted,False,0,0.0,0.4,0.0806,3.5,0.0,0.26
RUN-202602-AT-100596,RUN-202602,2026-02,2026-02-01,AT-100596,v1.1,0.03237067232514217,0.06784774139563164,0.026245184033531578,Performance Collection,0.06784774139563164,0.041602557362100064,1.6135637763256432,0.7634986477130827,False,58,139,315.39,16,0.546,0.239,0.361,0.567,0.245,0.387,55,False,Organic,Explorer,New,Northeast,NJ,Suburban,New Customer,Performance Collection,Adopted,False,0,0.0,0.4,0.0697,2.98,0.0,0.26
RUN-202602-AT-101184,RUN-202602,2026-02,2026-02-01,AT-101184,v1.1,0.0499447966696379,0.06290235164114479,0.011471790103490524,Performance Collection,0.06290235164114479,0.05143056153765426,2.089239178422466,0.8659064512223573,False,11,169,100.24,17,0.379,0.48,0.063,0.733,0.328,0.553,80,False,Paid Social,Explorer,Returning,California,CA,Rural,Returning Buyer,Member Access,Modified,False,0,0.0,0.44,0.0603,2.48,0.0,0.28600000000000003
RUN-202602-AT-101186,RUN-202602,2026-02,2026-02-01,AT-101186,v1.1,0.013643772510744662,0.06632791787147047,0.1193571242518817,Suppression,0.1193571242518817,0.0,0.0,0.22612857514962365,False,6,223,113.66,5,0.896,0.277,0.249,0.343,0.519,0.145,55,False,Direct,Founders,Returning,Mountain West,MT,Urban,At-Risk,Suppression,Suppression adopted,False,0,0.0,0.0,0.0,0.0,0.0,0.0
RUN-202602-AT-101385,RUN-202602,2026-02,2026-02-01,AT-101385,v1.1,0.3735294121782457,0.19423282519468602,0.010794460554399928,New Season Edit,0.3735294121782457,0.3627349516238458,17.19637165859414,0.99,False,84,133,207.96,1,0.867,0.342,0.551,0.943,0.22,0.462,2,False,Paid Social,Member,Returning,Pacific Northwest,ID,Rural,At-Risk,Suppression,Ignored,False,0,0.0,0.0,0.0,0.0,17.19637165859414,0.0
RUN-202602-AT-101398,RUN-202602,2026-02,2026-02-01,AT-101398,v1.1,0.059714475706219114,0.30971034406086845,0.030769747909852044,Performance Collection,0.30971034406086845,0.2789405961510164,13.100724853709194,0.99,True,59,157,98.63,13,0.607,0.194,0.22,0.813,0.741,0.373,11,True,Organic,Member,Returning,Midwest,MN,Urban,At-Risk,New Season Edit,Modified,True,0,0.0,0.81,0.0479,1.51,11.590724853709194,0.5265000000000001
RUN-202602-AT-100306,RUN-202602,2026-02,2026-02-01,AT-100306,v1.1,0.046075766998554875,0.18884451742478323,0.04500432529179247,Performance Collection,0.18884451742478323,0.14384019213299076,6.561865299236754,0.99,False,45,15,491.68,3,0.713,0.491,0.176,0.627,0.627,0.354,44,False,Direct,Founders,Returning,Mountain West,MT,Rural,High-Value,Performance Collection,Adopted,False,0,0.0,0.4,0.1174,5.28,0.0,0.26
RUN-202602-AT-100091,RUN-202602,2026-02,2026-02-01,AT-100091,v1.1,0.02733116324170993,0.298837974679402,0.035691872732455,Performance Collection,0.298837974679402,0.263146101946947,12.336271334232237,0.99,False,11,228,123.0,15,0.467,0.402,0.586,0.632,0.579,0.487,5,False,Organic,Explorer,New,Midwest,OH,Urban,New Customer,Performance Collection,Adopted,False,0,0.0,0.4,0.0852,3.73,0.0,0.26
RUN-202602-AT-101071,RUN-202602,2026-02,2026-02-01,AT-101071,v1.1,0.08362888210278176,0.3102040488282677,0.05714812735335051,Performance Collection,0.3102040488282677,0.2530559214749172,11.847906599385993,0.99,False,49,45,185.33,16,0.551,0.601,0.344,0.783,0.488,0.075,21,False,Organic,Explorer,Returning,Midwest,MI,Suburban,Returning Buyer,Performance Collection,Adopted,False,0,0.0,0.4,0.0884,3.88,0.0,0.26
RUN-202602-AT-100521,RUN-202602,2026-02,2026-02-01,AT-100521,v1.1,0.032222303520400244,0.14024902068414105,0.08828664386604877,Performance Collection,0.14024902068414105,0.05196237681809228,2.114979037995666,0.8714479664445215,False,23,89,368.69,6,0.563,0.688,0.442,0.222,0.336,0.557,72,False,Paid Social,Insider,Returning,Mountain West,MT,Urban,High-Value,Performance Collection,Modified,False,0,0.0,0.4,0.0205,0.59,1.5249790379956663,0.26
RUN-202602-AT-100347,RUN-202602,2026-02,2026-02-01,AT-100347,v1.1,0.022265772532840896,0.15417048503266537,0.1158037620650379,Performance Collection,0.15417048503266537,0.03836672296762747,1.45694939163317,0.7297812533226782,False,74,180,163.72,16,0.513,0.337,0.746,0.507,0.382,0.25,51,False,Organic,Explorer,Returning,California,CA,Urban,At-Risk,Performance Collection,Adopted,False,0,0.0,0.4,0.0,-0.4,0.0,0.26
RUN-202602-AT-101974,RUN-202602,2026-02,2026-02-01,AT-101974,v1.1,0.02784129699582069,0.058535009511243186,0.05740620907630428,Suppression,0.05740620907630428,0.0,0.0,0.23851875818473917,False,54,114,415.84,14,0.046,0.731,0.164,0.419,0.237,0.856,26,False,Paid Social,Insider,Returning,California,CA,Suburban,High-Value,Suppression,Suppression adopted,False,0,0.0,0.0,0.0,0.0,0.0,0.0
RUN-202602-AT-101980,RUN-202602,2026-02,2026-02-01,AT-101980,v1.1,0.05741107785366803,0.10021935823511327,0.0193237626503567,Performance Collection,0.10021935823511327,0.08089559558475656,3.515346826302218,0.99,False,7,113,104.77,6,0.549,0.342,0.186,0.595,0.808,0.553,21,False,Organic,Member,Returning,Northeast,NY,Suburban,Performance Affinity,Performance Collection,Adopted,False,0,0.0,0.4,0.1275,5.77,0.0,0.26
RUN-202602-AT-101586,RUN-202602,2026-02,2026-02-01,AT-101586,v1.1,0.04228359963717903,0.15186144197675489,0.03895051998729497,Performance Collection,0.15186144197675489,0.11291092198945991,5.0648886242898605,0.99,True,87,119,84.22,12,0.58,0.187,0.471,0.483,0.339,0.768,38,True,Direct,Member,Returning,Mountain West,MT,Urban,Lifestyle Affinity,Suppression,Ignored,False,0,0.0,0.0,0.0,0.0,5.0648886242898605,0.0
RUN-202602-AT-100718,RUN-202602,2026-02,2026-02-01,AT-100718,v1.1,0.06621103445481478,0.14295778475975193,0.062064827502960856,Performance Collection,0.14295778475975193,0.08089295725679108,3.5152191312286885,0.99,False,87,144,95.31,14,0.574,0.576,0.144,0.643,0.29,0.473,80,False,Direct,Founders,Returning,Midwest,MI,Urban,Returning Buyer,Performance Collection,Adopted,False,0,0.0,0.4,0.0469,1.87,0.0,0.26
RUN-202602-AT-101019,RUN-202602,2026-02,2026-02-01,AT-101019,v1.1,0.017653037690552455,0.08586901816436562,0.0068557004037277935,Performance Collection,0.08586901816436562,0.07901331776063783,3.4242445796148715,0.99,False,15,140,392.87,10,0.151,0.083,0.223,0.681,0.35,0.3,43,False,Organic,Insider,Returning,Southwest,NV,Rural,High-Value,Performance Collection,Adopted,False,0,0.0,0.4,0.0647,2.73,0.0,0.26
RUN-202602-AT-101278,RUN-202602,2026-02,2026-02-01,AT-101278,v1.1,0.031724152740575544,0.17425174046818465,0.05469944371818416,Performance Collection,0.17425174046818465,0.11955229675000048,5.386331162700024,0.99,False,39,27,142.06,9,0.463,0.241,0.377,0.647,0.872,0.446,9,False,Direct,Explorer,Returning,Southeast,TN,Urban,Performance Affinity,Performance Collection,Adopted,False,1,96.18,0.4,0.1055,4.71,0.0,0.0
RUN-202602-AT-100608,RUN-202602,2026-02,2026-02-01,AT-100608,v1.1,0.03844385893190468,0.06386535771776998,0.057773437359196794,Suppression,0.057773437359196794,0.0,0.0,0.23844531252816065,False,43,51,133.83,17,0.467,0.579,0.037,0.423,0.404,0.313,46,False,Direct,Founders,Returning,Northeast,NY,Urban,Returning Buyer,Suppression,Suppression adopted,False,0,0.0,0.0,0.0,0.0,0.0,0.0
RUN-202602-AT-100070,RUN-202602,2026-02,2026-02-01,AT-100070,v1.1,0.01684487675382392,0.12839836162227228,0.10077124260365188,Performance Collection,0.12839836162227228,0.027627119018620402,0.9371525605012276,0.6178745801740246,False,32,222,520.17,8,0.5,0.492,0.245,0.727,0.747,0.195,27,False,Organic,Insider,Returning,California,CA,Suburban,High-Value,Performance Collection,Adopted,False,0,0.0,0.4,0.0335,1.22,0.0,0.26
RUN-202602-AT-100408,RUN-202602,2026-02,2026-02-01,AT-100408,v1.1,0.05210234977815032,0.08497595188326201,0.007749151805680935,Performance Collection,0.08497595188326201,0.07722680007758108,3.3377771237549245,0.99,False,1,181,102.22,16,0.179,0.131,0.588,0.75,0.248,0.643,56,False,Direct,Explorer,New,Pacific Northwest,OR,Urban,New Customer,Performance Collection,Adopted,False,0,0.0,0.4,0.0623,2.61,0.0,0.26
RUN-202602-AT-101892,RUN-202602,2026-02,2026-02-01,AT-101892,v1.1,0.03193554707130072,0.06999842851408349,0.12004845690888118,Suppression,0.12004845690888118,0.0,0.0,0.22599030861822378,False,74,137,249.17,9,0.485,0.341,0.294,0.286,0.264,0.409,51,False,Retail Partner,Explorer,New,Midwest,OH,Urban,New Customer,Suppression,Suppression adopted,False,0,0.0,0.0,0.0,0.0,0.0,0.0
RUN-202602-AT-102391,RUN-202602,2026-02,2026-02-01,AT-102391,v1.1,0.04466458328319765,0.09341722907366916,0.06526398502229833,Performance Collection,0.09341722907366916,0.028153244051370832,0.9626170120863484,0.6233568030152841,False,53,79,189.17,10,0.247,0.46,0.403,0.314,0.692,0.606,7,False,Direct,Explorer,Returning,Northeast,NJ,Urban,Performance Affinity,Performance Collection,Adopted,False,0,0.0,0.4,0.071,3.03,0.0,0.26
