customer_id,tenure_months,recency_days,historical_spend,purchase_frequency,digital_engagement,email_engagement,prior_campaign_response,category_affinity,performance_affinity,lifestyle_affinity,days_since_visit,followup_eligible,primary_channel,loyalty_tier,customer_type,region,state,market_type,segment
AT-101958,22,225,437.78,0,0.86,0.16,0.72,0.843,0.535,0.363,77,False,Organic,Explorer,Returning,Northeast,MA,Suburban,High-Value
AT-101959,38,85,115.55,15,0.231,0.362,0.683,0.421,0.407,0.428,0,False,Direct,Member,Returning,Midwest,OH,Suburban,Returning Buyer
AT-101960,35,59,107.55,1,0.617,0.626,0.502,0.232,0.32,0.727,13,False,Direct,Explorer,Returning,Midwest,MN,Urban,Lifestyle Affinity
AT-101961,72,151,148.26,9,0.927,0.774,0.024,0.541,0.234,0.847,51,False,Paid Social,Insider,Returning,Southwest,NM,Suburban,Lifestyle Affinity
AT-101962,89,47,227.54,16,0.321,0.168,0.564,0.716,0.48,0.418,58,True,Retail Partner,Member,Returning,Midwest,MN,Suburban,Returning Buyer
AT-101963,15,36,67.54,3,0.53,0.677,0.525,0.451,0.23,0.554,8,False,Paid Social,Member,New,California,CA,Rural,New Customer
AT-101964,31,191,266.66,12,0.458,0.182,0.135,0.598,0.265,0.398,24,False,Organic,Member,New,Northeast,NJ,Suburban,New Customer
AT-101965,89,29,67.64,9,0.426,0.874,0.272,0.583,0.549,0.742,89,False,Paid Social,Member,Returning,Pacific Northwest,WA,Urban,Lifestyle Affinity
AT-101966,57,213,448.24,14,0.209,0.367,0.457,0.607,0.704,0.186,76,False,Retail Partner,Member,Returning,Northeast,PA,Suburban,High-Value
AT-101967,20,60,259.73,10,0.129,0.681,0.444,0.25,0.181,0.771,18,True,Organic,Explorer,Returning,Northeast,PA,Suburban,Lifestyle Affinity
AT-101968,58,26,691.73,15,0.554,0.32,0.353,0.857,0.444,0.487,6,False,Retail Partner,Explorer,Returning,Southwest,AZ,Urban,High-Value
AT-101969,84,178,289.5,7,0.544,0.912,0.537,0.781,0.046,0.209,76,False,Organic,Explorer,Returning,Southwest,NM,Suburban,Returning Buyer
AT-101970,36,43,146.45,2,0.517,0.555,0.042,0.938,0.195,0.789,54,False,Organic,Explorer,Returning,Mountain West,CO,Urban,Lifestyle Affinity
AT-101971,46,88,103.64,12,0.222,0.414,0.103,0.69,0.172,0.278,71,True,Paid Social,Member,Returning,Southeast,NC,Urban,Returning Buyer
AT-101972,59,84,214.27,17,0.523,0.032,0.731,0.705,0.61,0.683,0,False,Organic,Explorer,Returning,Northeast,PA,Suburban,Lifestyle Affinity
AT-101973,80,122,177.47,7,0.281,0.382,0.306,0.387,0.213,0.663,60,False,Retail Partner,Explorer,Returning,Mountain West,CO,Urban,Lifestyle Affinity
AT-101974,54,114,415.84,14,0.046,0.731,0.164,0.419,0.237,0.856,26,False,Paid Social,Insider,Returning,California,CA,Suburban,High-Value
AT-101975,92,47,94.63,15,0.451,0.278,0.122,0.664,0.465,0.236,51,False,Organic,Founders,New,California,CA,Urban,New Customer
AT-101976,72,57,745.93,11,0.513,0.633,0.415,0.556,0.103,0.192,69,False,Organic,Member,Returning,Southwest,AZ,Suburban,High-Value
AT-101977,41,47,442.46,14,0.7,0.351,0.56,0.456,0.65,0.758,38,True,Paid Social,Member,New,Southeast,FL,Urban,New Customer
AT-101978,47,14,157.2,10,0.42,0.253,0.442,0.385,0.689,0.56,70,False,Organic,Insider,Returning,Northeast,NJ,Rural,Performance Affinity
AT-101979,67,156,638.09,14,0.62,0.141,0.21,0.148,0.461,0.321,68,False,Paid Social,Explorer,Returning,California,CA,Urban,High-Value
AT-101980,7,113,104.77,6,0.549,0.342,0.186,0.595,0.808,0.553,21,False,Organic,Member,Returning,Northeast,NY,Suburban,Performance Affinity
AT-101981,22,26,209.33,9,0.677,0.374,0.087,0.667,0.026,0.701,34,True,Organic,Explorer,Returning,Mountain West,MT,Urban,Lifestyle Affinity
AT-101982,23,80,74.18,1,0.244,0.787,0.398,0.465,0.625,0.035,76,False,Paid Social,Member,Returning,Northeast,PA,Urban,Returning Buyer
AT-101983,77,160,660.24,3,0.865,0.213,0.144,0.522,0.359,0.892,67,False,Direct,Founders,Returning,California,CA,Suburban,High-Value
AT-101984,79,69,57.22,10,0.389,0.729,0.489,0.616,0.538,0.852,45,False,Paid Social,Insider,Returning,Midwest,MI,Rural,Lifestyle Affinity
AT-101985,78,96,66.13,13,0.179,0.073,0.808,0.869,0.242,0.338,16,False,Paid Social,Founders,Returning,Southeast,TN,Rural,Returning Buyer
AT-101986,11,178,116.25,0,0.437,0.133,0.401,0.32,0.155,0.383,1,False,Organic,Insider,Returning,California,CA,Urban,At-Risk
AT-101987,29,161,457.43,1,0.692,0.336,0.333,0.932,0.712,0.5,73,True,Paid Social,Member,New,Midwest,MN,Urban,New Customer
AT-101988,30,168,353.68,0,0.571,0.063,0.669,0.26,0.673,0.551,77,False,Paid Social,Insider,New,Southeast,NC,Suburban,New Customer
AT-101989,3,92,197.44,9,0.53,0.212,0.606,0.716,0.559,0.684,69,False,Retail Partner,Member,New,California,CA,Suburban,New Customer
AT-101990,25,116,369.91,6,0.176,0.567,0.089,0.529,0.511,0.295,49,False,Organic,Member,Returning,Pacific Northwest,ID,Urban,High-Value
AT-101991,41,203,167.2,0,0.653,0.277,0.524,0.549,0.833,0.717,68,False,Organic,Explorer,Returning,Midwest,IL,Suburban,At-Risk
AT-101992,85,209,243.64,14,0.127,0.643,0.304,0.284,0.796,0.557,17,False,Paid Social,Member,Returning,Mountain West,UT,Suburban,Performance Affinity
AT-101993,17,14,576.06,9,0.058,0.437,0.486,0.793,0.276,0.788,36,False,Paid Social,Explorer,Returning,Pacific Northwest,OR,Suburban,High-Value
AT-101994,82,201,152.53,0,0.135,0.521,0.515,0.789,0.541,0.466,31,False,Paid Social,Member,Returning,Southwest,AZ,Urban,Returning Buyer
AT-101995,78,214,106.01,12,0.155,0.269,0.14,0.409,0.67,0.456,63,True,Paid Social,Explorer,Returning,Northeast,NJ,Suburban,At-Risk
AT-101996,16,226,251.96,16,0.514,0.574,0.735,0.833,0.289,0.859,81,False,Paid Social,Member,Returning,California,CA,Urban,Lifestyle Affinity
AT-101997,25,65,304.35,7,0.551,0.426,0.44,0.527,0.647,0.33,45,False,Direct,Explorer,Returning,Mountain West,CO,Suburban,Returning Buyer
AT-101998,44,120,195.84,17,0.138,0.488,0.41,0.72,0.508,0.915,38,False,Paid Social,Explorer,Returning,Northeast,NJ,Urban,Lifestyle Affinity
AT-101999,90,11,365.9,7,0.696,0.134,0.184,0.474,0.667,0.848,24,True,Direct,Member,New,Midwest,IL,Suburban,New Customer
AT-102000,75,27,157.45,1,0.201,0.516,0.332,0.224,0.501,0.577,20,False,Organic,Explorer,Returning,Northeast,PA,Suburban,Returning Buyer
AT-102001,93,135,198.2,2,0.199,0.21,0.668,0.07,0.265,0.913,42,False,Paid Social,Founders,New,Southwest,NM,Suburban,New Customer
AT-102002,30,50,235.62,1,0.923,0.625,0.362,0.691,0.394,0.745,12,False,Organic,Member,Returning,Southeast,TN,Urban,Lifestyle Affinity
AT-102003,87,54,221.66,5,0.311,0.509,0.754,0.191,0.359,0.705,36,False,Organic,Member,Returning,Midwest,MI,Urban,Lifestyle Affinity
AT-102004,91,71,560.76,6,0.571,0.534,0.333,0.589,0.811,0.215,75,False,Retail Partner,Explorer,New,Pacific Northwest,ID,Suburban,New Customer
AT-102005,57,110,234.79,7,0.53,0.317,0.114,0.552,0.138,0.856,14,False,Paid Social,Insider,New,Southeast,TN,Suburban,New Customer
AT-102006,15,37,146.54,8,0.723,0.626,0.47,0.588,0.181,0.294,20,True,Paid Social,Member,Returning,Southwest,NV,Rural,Returning Buyer
AT-102007,26,192,262.33,15,0.48,0.524,0.397,0.59,0.41,0.169,1,False,Retail Partner,Member,Returning,California,CA,Urban,Returning Buyer
AT-102008,13,160,367.31,0,0.373,0.849,0.14,0.35,0.15,0.425,30,False,Organic,Explorer,New,California,CA,Rural,New Customer
AT-102009,77,190,311.68,16,0.912,0.736,0.076,0.566,0.698,0.656,58,False,Paid Social,Insider,New,Midwest,MN,Urban,New Customer
AT-102010,30,222,299.81,4,0.219,0.508,0.109,0.306,0.359,0.663,88,False,Direct,Founders,New,Pacific Northwest,ID,Urban,New Customer
AT-102011,67,144,63.52,17,0.43,0.468,0.346,0.908,0.477,0.332,66,False,Organic,Member,Returning,California,CA,Urban,Returning Buyer
AT-102012,26,87,31.67,2,0.754,0.652,0.355,0.706,0.204,0.947,27,False,Organic,Explorer,Returning,California,CA,Suburban,Lifestyle Affinity
AT-102013,93,234,442.61,1,0.512,0.325,0.427,0.178,0.497,0.444,27,False,Direct,Explorer,Returning,Southwest,NM,Urban,High-Value
AT-102014,74,136,246.46,2,0.166,0.177,0.125,0.213,0.601,0.719,36,False,Paid Social,Explorer,Returning,Southwest,NM,Urban,At-Risk
AT-102015,36,111,178.55,5,0.461,0.81,0.437,0.612,0.515,0.521,89,False,Direct,Insider,New,Midwest,IL,Suburban,New Customer
AT-102016,46,100,294.72,16,0.704,0.516,0.07,0.593,0.293,0.338,31,False,Paid Social,Founders,Returning,California,CA,Suburban,Returning Buyer
AT-102017,6,10,698.63,8,0.456,0.294,0.228,0.445,0.065,0.512,19,False,Direct,Founders,New,Pacific Northwest,ID,Urban,New Customer
AT-102018,13,229,487.59,2,0.213,0.451,0.432,0.748,0.492,0.439,80,False,Direct,Insider,Returning,Midwest,MN,Urban,High-Value
AT-102019,95,196,355.51,11,0.796,0.499,0.519,0.809,0.526,0.506,54,False,Retail Partner,Explorer,Returning,Mountain West,UT,Suburban,High-Value
AT-102020,78,168,97.45,9,0.217,0.41,0.086,0.782,0.239,0.509,41,False,Paid Social,Founders,Returning,Midwest,IL,Urban,Returning Buyer
AT-102021,80,53,106.72,12,0.753,0.726,0.359,0.521,0.129,0.25,73,False,Retail Partner,Explorer,Returning,Pacific Northwest,OR,Urban,Returning Buyer
AT-102022,62,222,34.11,13,0.733,0.342,0.241,0.434,0.203,0.41,36,True,Organic,Explorer,Returning,Pacific Northwest,OR,Suburban,At-Risk
AT-102023,22,43,282.44,14,0.35,0.724,0.199,0.535,0.435,0.6,64,False,Direct,Member,Returning,California,CA,Urban,Returning Buyer
AT-102024,11,58,393.88,2,0.096,0.057,0.174,0.821,0.521,0.552,28,False,Paid Social,Explorer,Returning,Southwest,NM,Suburban,High-Value
AT-102025,69,17,417.02,8,0.794,0.184,0.443,0.727,0.702,0.516,35,False,Paid Social,Insider,Returning,Mountain West,UT,Urban,High-Value
AT-102026,32,69,290.85,11,0.085,0.837,0.297,0.263,0.643,0.241,69,False,Direct,Founders,New,Northeast,NJ,Urban,New Customer
AT-102027,1,79,162.74,10,0.358,0.746,0.433,0.611,0.81,0.416,77,True,Retail Partner,Insider,Returning,Mountain West,MT,Urban,Performance Affinity
AT-102028,3,190,122.12,17,0.06,0.228,0.435,0.616,0.517,0.267,67,False,Paid Social,Insider,Returning,Midwest,MN,Urban,At-Risk
AT-102029,53,78,101.72,17,0.202,0.323,0.488,0.317,0.485,0.503,67,False,Paid Social,Member,Returning,Midwest,MI,Urban,Returning Buyer
AT-102030,80,229,161.68,14,0.162,0.248,0.319,0.884,0.168,0.591,29,False,Organic,Explorer,Returning,Pacific Northwest,ID,Urban,At-Risk
AT-102031,35,73,91.43,4,0.884,0.542,0.4,0.7,0.205,0.423,23,False,Paid Social,Insider,Returning,Southwest,AZ,Rural,Returning Buyer
AT-102032,95,126,619.66,9,0.364,0.294,0.458,0.663,0.752,0.244,51,False,Direct,Member,Returning,Mountain West,UT,Rural,High-Value
AT-102033,37,142,72.85,14,0.531,0.208,0.427,0.451,0.713,0.654,66,False,Retail Partner,Insider,New,Southwest,NV,Urban,New Customer
AT-102034,70,199,157.92,4,0.393,0.444,0.507,0.597,0.439,0.686,72,False,Organic,Explorer,Returning,Pacific Northwest,OR,Suburban,Lifestyle Affinity
AT-102035,24,180,46.74,12,0.889,0.302,0.298,0.408,0.459,0.813,29,False,Direct,Explorer,Returning,Northeast,NY,Suburban,At-Risk
AT-102036,58,208,223.09,4,0.103,0.329,0.376,0.782,0.409,0.381,22,False,Direct,Member,Returning,Southeast,FL,Rural,At-Risk
AT-102037,27,225,180.97,2,0.5,0.602,0.019,0.673,0.596,0.125,23,False,Paid Social,Member,Returning,Pacific Northwest,OR,Urban,Returning Buyer
AT-102038,74,29,141.21,4,0.699,0.221,0.176,0.806,0.545,0.372,31,False,Retail Partner,Insider,Returning,Midwest,OH,Urban,Returning Buyer
AT-102039,44,23,94.35,16,0.843,0.555,0.161,0.541,0.367,0.439,34,True,Retail Partner,Founders,Returning,Northeast,PA,Urban,Returning Buyer
AT-102040,4,108,181.58,17,0.547,0.817,0.46,0.724,0.521,0.366,83,False,Paid Social,Explorer,Returning,California,CA,Urban,Returning Buyer
AT-102041,24,36,123.83,15,0.165,0.352,0.415,0.637,0.531,0.717,35,True,Retail Partner,Member,New,Northeast,NY,Urban,New Customer
AT-102042,34,118,164.71,4,0.708,0.177,0.597,0.662,0.392,0.423,3,False,Paid Social,Explorer,Returning,Midwest,IL,Rural,Returning Buyer
AT-102043,45,141,713.51,14,0.262,0.611,0.453,0.627,0.481,0.725,1,False,Organic,Explorer,Returning,Southeast,FL,Rural,High-Value
AT-102044,26,67,204.49,3,0.05,0.449,0.381,0.469,0.39,0.358,19,False,Paid Social,Member,Returning,Southeast,GA,Urban,Returning Buyer
AT-102045,55,24,263.22,2,0.424,0.672,0.387,0.343,0.268,0.36,23,True,Direct,Member,New,Pacific Northwest,ID,Suburban,New Customer
AT-102046,92,231,130.96,4,0.785,0.919,0.329,0.348,0.588,0.194,6,False,Direct,Member,Returning,Southwest,AZ,Urban,Returning Buyer
AT-102047,68,89,104.68,2,0.237,0.255,0.189,0.771,0.579,0.123,61,False,Organic,Member,Returning,Midwest,OH,Suburban,Returning Buyer
AT-102048,30,201,178.38,11,0.783,0.785,0.097,0.229,0.343,0.386,84,True,Direct,Member,Returning,California,CA,Suburban,Returning Buyer
AT-102049,65,150,1046.02,12,0.803,0.296,0.349,0.337,0.437,0.167,33,True,Retail Partner,Insider,Returning,Mountain West,CO,Urban,High-Value
AT-102050,92,159,148.24,0,0.792,0.451,0.649,0.447,0.268,0.547,26,False,Retail Partner,Explorer,Returning,Southeast,FL,Rural,Returning Buyer
AT-102051,23,187,233.46,1,0.706,0.291,0.491,0.907,0.41,0.689,56,True,Organic,Explorer,Returning,Pacific Northwest,ID,Rural,At-Risk
AT-102052,23,64,101.51,8,0.788,0.43,0.418,0.591,0.945,0.549,47,False,Paid Social,Insider,Returning,Southwest,NM,Suburban,Performance Affinity
AT-102053,4,53,26.35,2,0.747,0.798,0.717,0.442,0.647,0.806,58,False,Organic,Insider,Returning,Northeast,MA,Suburban,Lifestyle Affinity
AT-102054,81,239,104.28,14,0.498,0.572,0.414,0.257,0.585,0.469,78,False,Direct,Insider,New,Mountain West,MT,Suburban,New Customer
AT-102055,80,160,959.58,7,0.859,0.363,0.298,0.899,0.854,0.26,88,False,Organic,Explorer,Returning,Southwest,NM,Urban,High-Value
AT-102056,40,70,275.0,7,0.704,0.282,0.569,0.466,0.28,0.721,23,False,Direct,Member,Returning,Southeast,GA,Urban,Lifestyle Affinity
AT-102057,83,155,571.72,0,0.918,0.489,0.284,0.209,0.408,0.496,38,False,Organic,Insider,Returning,Southwest,NV,Suburban,High-Value
AT-102058,62,95,142.11,12,0.428,0.177,0.181,0.579,0.579,0.857,7,False,Direct,Member,New,California,CA,Urban,New Customer
AT-102059,93,206,34.82,12,0.613,0.116,0.299,0.741,0.328,0.558,53,True,Direct,Member,Returning,Pacific Northwest,ID,Rural,At-Risk
AT-102060,88,122,83.42,13,0.546,0.086,0.178,0.395,0.09,0.827,27,True,Direct,Founders,Returning,Southeast,NC,Suburban,At-Risk
AT-102061,92,75,239.35,9,0.369,0.625,0.483,0.635,0.181,0.502,64,False,Retail Partner,Explorer,Returning,California,CA,Urban,Returning Buyer
AT-102062,38,165,214.08,4,0.622,0.807,0.098,0.409,0.585,0.671,44,False,Direct,Insider,Returning,Southwest,AZ,Urban,Lifestyle Affinity
AT-102063,61,180,179.95,1,0.487,0.1,0.482,0.277,0.4,0.284,60,False,Organic,Insider,Returning,Pacific Northwest,OR,Rural,At-Risk
AT-102064,16,90,125.06,5,0.144,0.331,0.512,0.571,0.248,0.398,43,False,Paid Social,Explorer,Returning,Southwest,NM,Urban,Returning Buyer
AT-102065,85,180,349.95,9,0.681,0.298,0.45,0.905,0.599,0.478,47,True,Organic,Insider,Returning,Southeast,TN,Urban,High-Value
AT-102066,31,56,127.62,2,0.35,0.705,0.582,0.55,0.705,0.319,56,False,Paid Social,Member,Returning,Southwest,NV,Urban,Performance Affinity
AT-102067,43,58,224.86,0,0.512,0.586,0.465,0.435,0.483,0.368,71,False,Direct,Insider,Returning,Southeast,GA,Suburban,Returning Buyer
AT-102068,57,198,207.83,3,0.547,0.464,0.122,0.432,0.489,0.157,11,False,Paid Social,Insider,Returning,California,CA,Rural,Returning Buyer
AT-102069,75,149,140.06,1,0.688,0.715,0.64,0.393,0.407,0.674,58,False,Paid Social,Insider,Returning,Southwest,NM,Urban,Lifestyle Affinity
AT-102070,70,9,97.82,0,0.356,0.815,0.284,0.637,0.685,0.328,40,False,Paid Social,Explorer,Returning,Northeast,NY,Rural,Performance Affinity
AT-102071,91,162,134.41,8,0.4,0.277,0.633,0.539,0.272,0.644,60,False,Paid Social,Insider,Returning,Southwest,NM,Urban,At-Risk
AT-102072,68,74,672.86,13,0.798,0.474,0.395,0.575,0.614,0.553,58,False,Organic,Founders,Returning,California,CA,Suburban,High-Value
AT-102073,76,66,394.93,8,0.449,0.309,0.754,0.677,0.762,0.341,25,False,Organic,Member,Returning,Northeast,PA,Urban,High-Value
AT-102074,55,102,370.28,1,0.718,0.625,0.444,0.519,0.594,0.695,40,False,Direct,Member,New,Mountain West,UT,Suburban,New Customer
AT-102075,40,108,104.53,6,0.234,0.449,0.322,0.412,0.681,0.379,71,False,Paid Social,Explorer,New,Midwest,MN,Suburban,New Customer
AT-102076,87,214,66.26,0,0.511,0.109,0.144,0.574,0.189,0.509,56,False,Direct,Insider,Returning,Southeast,FL,Suburban,At-Risk
AT-102077,36,105,390.55,11,0.049,0.404,0.119,0.915,0.756,0.422,50,True,Organic,Explorer,Returning,California,CA,Urban,High-Value
AT-102078,59,71,341.5,4,0.876,0.194,0.688,0.621,0.365,0.495,75,False,Paid Social,Explorer,Returning,Mountain West,MT,Rural,Returning Buyer
AT-102079,28,185,199.55,6,0.51,0.791,0.447,0.493,0.385,0.252,76,False,Direct,Founders,Returning,Pacific Northwest,OR,Rural,Returning Buyer
AT-102080,46,130,139.86,16,0.875,0.27,0.277,0.65,0.133,0.634,5,True,Direct,Founders,Returning,Mountain West,CO,Suburban,At-Risk
AT-102081,35,1,65.06,10,0.711,0.665,0.23,0.272,0.187,0.37,14,False,Paid Social,Founders,Returning,California,CA,Suburban,Returning Buyer
AT-102082,25,152,332.68,13,0.198,0.445,0.733,0.33,0.383,0.68,65,False,Organic,Member,Returning,Midwest,OH,Suburban,Lifestyle Affinity
AT-102083,78,120,415.84,6,0.895,0.693,0.523,0.624,0.654,0.957,35,False,Retail Partner,Explorer,Returning,California,CA,Urban,High-Value
AT-102084,73,138,112.69,16,0.15,0.598,0.568,0.548,0.175,0.697,88,False,Retail Partner,Member,Returning,Midwest,OH,Rural,Lifestyle Affinity
AT-102085,67,45,106.29,12,0.699,0.473,0.125,0.366,0.208,0.498,63,True,Retail Partner,Explorer,Returning,California,CA,Urban,Returning Buyer
AT-102086,8,115,432.14,9,0.546,0.597,0.147,0.647,0.279,0.553,19,False,Organic,Insider,New,Mountain West,MT,Suburban,New Customer
AT-102087,24,155,115.66,10,0.509,0.337,0.065,0.634,0.074,0.38,81,False,Direct,Member,Returning,Mountain West,MT,Urban,At-Risk
AT-102088,21,162,629.76,11,0.28,0.237,0.567,0.549,0.317,0.571,10,False,Paid Social,Member,Returning,Northeast,NY,Urban,High-Value
AT-102089,68,163,167.95,2,0.924,0.248,0.616,0.705,0.279,0.265,77,False,Paid Social,Explorer,Returning,Southwest,NV,Suburban,At-Risk
AT-102090,85,239,138.3,4,0.849,0.13,0.459,0.464,0.265,0.77,68,False,Paid Social,Member,New,Mountain West,MT,Suburban,New Customer
AT-102091,37,120,187.09,12,0.682,0.375,0.243,0.565,0.291,0.586,54,False,Organic,Insider,Returning,Northeast,NY,Rural,Returning Buyer
AT-102092,32,103,138.29,7,0.852,0.579,0.604,0.171,0.145,0.474,7,False,Direct,Insider,New,Midwest,IL,Rural,New Customer
AT-102093,53,130,398.76,14,0.038,0.731,0.156,0.473,0.598,0.241,66,False,Direct,Explorer,Returning,California,CA,Urban,High-Value
AT-102094,94,79,336.99,9,0.636,0.789,0.3,0.725,0.094,0.624,44,False,Direct,Explorer,Returning,Southeast,GA,Urban,Returning Buyer
AT-102095,36,76,388.26,1,0.72,0.647,0.56,0.574,0.699,0.562,36,False,Direct,Member,Returning,Mountain West,MT,Urban,High-Value
AT-102096,27,165,206.27,11,0.39,0.38,0.543,0.404,0.147,0.261,55,False,Retail Partner,Explorer,Returning,Pacific Northwest,ID,Suburban,Returning Buyer
AT-102097,50,75,131.7,10,0.326,0.752,0.25,0.56,0.639,0.332,15,True,Direct,Founders,Returning,Southwest,AZ,Suburban,Returning Buyer
AT-102098,88,180,180.13,6,0.169,0.167,0.105,0.674,0.503,0.355,57,False,Paid Social,Member,Returning,California,CA,Rural,At-Risk
AT-102099,70,179,134.56,14,0.19,0.325,0.425,0.853,0.453,0.912,43,False,Retail Partner,Explorer,Returning,California,CA,Suburban,At-Risk
AT-102100,50,228,506.04,6,0.629,0.239,0.385,0.727,0.679,0.227,46,False,Organic,Insider,Returning,Northeast,PA,Urban,High-Value
AT-102101,70,32,365.62,2,0.439,0.358,0.29,0.644,0.419,0.401,85,False,Paid Social,Member,Returning,California,CA,Suburban,High-Value
AT-102102,2,87,170.02,2,0.704,0.616,0.146,0.297,0.463,0.478,33,False,Paid Social,Explorer,New,Northeast,NY,Suburban,New Customer
AT-102103,72,185,94.77,16,0.473,0.212,0.275,0.552,0.518,0.171,33,False,Organic,Member,Returning,Southeast,GA,Suburban,At-Risk
AT-102104,10,103,533.04,6,0.388,0.277,0.326,0.248,0.33,0.407,76,False,Organic,Explorer,New,Midwest,IL,Urban,New Customer
AT-102105,38,157,199.47,7,0.324,0.115,0.376,0.801,0.767,0.3,47,False,Retail Partner,Member,Returning,Northeast,NY,Urban,At-Risk
AT-102106,34,176,165.49,5,0.639,0.429,0.699,0.308,0.421,0.513,87,False,Paid Social,Insider,Returning,Northeast,NJ,Urban,Returning Buyer
AT-102107,66,212,536.33,13,0.61,0.304,0.443,0.37,0.626,0.715,84,False,Retail Partner,Founders,New,Southeast,TN,Urban,New Customer
AT-102108,23,55,126.85,10,0.372,0.591,0.06,0.344,0.523,0.569,18,False,Retail Partner,Explorer,Returning,Mountain West,CO,Suburban,Returning Buyer
AT-102109,23,63,145.0,16,0.524,0.251,0.481,0.736,0.288,0.63,9,False,Organic,Member,Returning,California,CA,Urban,Returning Buyer
AT-102110,85,113,154.23,16,0.929,0.837,0.421,0.15,0.363,0.696,17,False,Paid Social,Explorer,Returning,Southwest,NM,Suburban,Lifestyle Affinity
AT-102111,46,121,72.13,17,0.291,0.578,0.09,0.591,0.519,0.439,4,False,Paid Social,Member,New,Midwest,IL,Suburban,New Customer
AT-102112,71,217,226.11,5,0.893,0.871,0.339,0.791,0.481,0.869,73,False,Paid Social,Explorer,New,California,CA,Rural,New Customer
AT-102113,56,10,106.31,10,0.75,0.745,0.173,0.567,0.632,0.634,55,False,Paid Social,Member,Returning,Midwest,OH,Urban,Returning Buyer
AT-102114,59,59,121.57,6,0.591,0.266,0.448,0.449,0.271,0.358,11,False,Paid Social,Explorer,Returning,Pacific Northwest,ID,Urban,Returning Buyer
AT-102115,66,219,110.71,12,0.511,0.66,0.506,0.868,0.283,0.51,31,False,Retail Partner,Founders,Returning,Southeast,TN,Urban,Returning Buyer
AT-102116,64,147,120.19,13,0.94,0.151,0.153,0.408,0.316,0.346,2,False,Organic,Insider,Returning,California,CA,Suburban,At-Risk
AT-102117,87,162,100.76,4,0.748,0.335,0.686,0.578,0.356,0.761,59,False,Paid Social,Explorer,Returning,Pacific Northwest,ID,Urban,At-Risk
AT-102118,75,60,215.52,15,0.564,0.298,0.342,0.516,0.28,0.48,76,False,Organic,Insider,Returning,Pacific Northwest,WA,Suburban,Returning Buyer
AT-102119,29,149,162.57,5,0.824,0.564,0.304,0.522,0.22,0.683,35,False,Paid Social,Explorer,Returning,California,CA,Urban,Lifestyle Affinity
AT-102120,17,89,187.47,17,0.572,0.58,0.122,0.569,0.849,0.42,66,False,Paid Social,Insider,New,California,CA,Urban,New Customer
AT-102121,81,176,941.67,15,0.299,0.226,0.198,0.345,0.372,0.366,45,False,Paid Social,Explorer,Returning,Pacific Northwest,WA,Urban,High-Value
AT-102122,36,22,162.57,0,0.24,0.217,0.223,0.445,0.522,0.42,62,False,Organic,Explorer,Returning,California,CA,Suburban,Returning Buyer
AT-102123,30,68,276.85,7,0.58,0.73,0.005,0.373,0.303,0.804,86,False,Paid Social,Member,Returning,California,CA,Rural,Lifestyle Affinity
AT-102124,11,155,299.8,6,0.621,0.609,0.487,0.572,0.406,0.512,36,False,Organic,Member,New,Mountain West,CO,Suburban,New Customer
AT-102125,53,145,173.47,14,0.924,0.843,0.095,0.659,0.673,0.655,42,False,Direct,Member,New,Mountain West,CO,Suburban,New Customer
AT-102126,49,201,219.57,13,0.719,0.341,0.169,0.631,0.546,0.734,34,False,Direct,Member,Returning,Mountain West,UT,Suburban,At-Risk
AT-102127,79,192,183.92,0,0.849,0.36,0.597,0.522,0.207,0.539,61,False,Retail Partner,Explorer,Returning,Mountain West,UT,Suburban,Returning Buyer
AT-102128,72,4,208.89,15,0.713,0.348,0.541,0.811,0.321,0.777,37,False,Organic,Explorer,Returning,Pacific Northwest,ID,Urban,Lifestyle Affinity
AT-102129,69,22,120.23,3,0.673,0.236,0.031,0.703,0.571,0.589,89,False,Retail Partner,Member,New,Pacific Northwest,WA,Suburban,New Customer
AT-102130,52,85,128.26,6,0.11,0.409,0.523,0.435,0.612,0.188,57,False,Direct,Member,Returning,California,CA,Suburban,Returning Buyer
AT-102131,82,230,183.43,3,0.559,0.288,0.137,0.317,0.71,0.724,35,True,Paid Social,Explorer,Returning,Northeast,MA,Urban,At-Risk
AT-102132,94,115,45.59,2,0.336,0.239,0.473,0.631,0.512,0.906,40,False,Paid Social,Member,Returning,Southeast,NC,Suburban,Lifestyle Affinity
AT-102133,78,214,516.59,9,0.726,0.474,0.18,0.626,0.127,0.465,0,False,Paid Social,Member,New,Southeast,NC,Suburban,New Customer
AT-102134,34,15,822.71,1,0.492,0.145,0.208,0.59,0.475,0.454,45,False,Paid Social,Member,Returning,Southwest,NM,Suburban,High-Value
AT-102135,27,231,204.23,1,0.619,0.418,0.305,0.734,0.604,0.286,63,False,Paid Social,Insider,Returning,Midwest,IL,Urban,Returning Buyer
AT-102136,1,15,288.83,14,0.669,0.539,0.326,0.415,0.448,0.402,20,False,Retail Partner,Member,Returning,Mountain West,UT,Suburban,Returning Buyer
AT-102137,95,194,386.35,6,0.368,0.92,0.215,0.862,0.503,0.263,57,False,Paid Social,Member,Returning,Northeast,NY,Rural,High-Value
AT-102138,70,210,71.72,11,0.626,0.313,0.449,0.95,0.297,0.559,49,False,Direct,Member,Returning,Northeast,PA,Urban,At-Risk
